"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.665556265E0,-3.284432366E-2,-2.290335298E-2,3.655242920E-2,5.421617153E-2
1.670514858E0,-5.641046166E-2,-3.707924485E-2,7.747650146E-3,6.794877973E-2
1.675471421E0,-2.759335935E-2,-2.727851272E-2,1.481151581E-2,4.153181596E-2
1.680428036E0,-1.792113483E-2,-4.838907719E-2,4.319190979E-2,6.729198270E-2
1.685384598E0,-1.305211335E-2,-4.567223787E-2,3.333377838E-2,5.802974889E-2
1.690341161E0,3.453471512E-2,-4.305547476E-2,4.256534576E-2,6.970099795E-2
1.695297723E0,-1.569793746E-2,-2.610382438E-2,3.746223450E-2,4.828306019E-2
1.700255119E0,-2.979998291E-2,-9.190082550E-3,3.477096558E-2,4.670670879E-2
1.705211681E0,1.248486340E-3,-1.149946451E-2,1.224517822E-3,1.163167426E-2
1.710168296E0,5.903407931E-3,-2.339461446E-2,1.220703125E-3,2.415881468E-2
1.715124858E0,-3.741487861E-3,-4.223841429E-2,2.496814728E-2,4.920864509E-2
1.720081421E0,-1.445092261E-3,-2.766910195E-2,2.001285553E-2,3.417867582E-2
1.725037983E0,8.088797331E-4,-1.786914468E-2,2.934551239E-2,3.436742230E-2
1.730012202E0,1.251585037E-2,1.552745700E-2,1.960086823E-2,2.796323419E-2
1.734968765E0,1.705359668E-2,-1.309272647E-2,-1.619529724E-2,2.691713764E-2
1.739925327E0,-1.405496150E-2,-2.236634493E-2,-7.307910919E-2,7.770683064E-2
1.744881890E0,-2.819918096E-2,2.059581876E-2,-5.956649780E-3,3.542404881E-2
1.749838452E0,-1.619942114E-2,-5.716323853E-3,5.970954895E-3,1.818653089E-2
1.754795015E0,-2.092841640E-2,3.000655770E-2,-3.208732605E-2,4.866198322E-2
1.759726838E0,-1.136292517E-2,6.068646908E-3,-8.068084717E-3,1.519995180E-2
1.764683400E0,-1.132031530E-2,8.408457041E-3,2.050590515E-2,2.488661959E-2
1.769640015E0,5.370087922E-3,2.023193240E-2,-3.421783447E-3,2.121031671E-2
1.774596577E0,-1.835271716E-3,3.190535307E-2,-4.139995575E-2,5.229986724E-2
1.779553140E0,5.324393511E-3,1.257362962E-2,-1.254558563E-2,1.854284355E-2
1.784509702E0,-1.727938652E-3,7.682561874E-3,-3.619480133E-2,3.704147908E-2
1.789458192E0,-2.785125375E-2,2.805799246E-3,6.868362427E-3,2.882254755E-2
1.794414754E0,1.040719450E-2,2.887764573E-2,-3.128051758E-4,3.069732834E-2
1.799371369E0,-3.944784403E-3,2.617466450E-2,-5.019187927E-2,5.674415503E-2
1.804327931E0,-1.112295687E-2,2.586892247E-2,-7.827568054E-2,8.318655831E-2
1.809284494E0,-1.824391633E-2,1.379194856E-2,-5.386734009E-2,5.852135214E-2
1.814241056E0,1.996032894E-2,2.802392840E-2,-1.303863525E-2,3.679349540E-2
1.819197358E0,-3.939725459E-3,8.801519871E-3,8.448600769E-3,1.282057111E-2
1.824153921E0,-1.565344632E-3,3.009825945E-2,-8.249282837E-3,3.124749899E-2
1.829110483E0,-6.183452904E-3,3.221341968E-2,6.072044373E-3,3.335879524E-2
1.834067046E0,-2.021348849E-2,2.963745594E-2,-1.773834229E-2,4.002015365E-2
1.839023608E0,-2.247652411E-2,2.715975046E-2,6.157875061E-3,3.578778572E-2
1.843980171E0,-8.071303368E-3,-1.530885696E-3,-2.002620697E-2,2.164575050E-2
1.848973765E0,-7.961414754E-3,3.301501274E-3,-5.610466003E-3,1.028403444E-2
1.853930327E0,-3.173356131E-2,2.002182603E-2,-2.932453156E-2,4.762163985E-2
1.858886890E0,-2.437388524E-2,1.514545083E-2,-1.482868195E-2,3.230109551E-2
1.863843452E0,-1.464827731E-2,-1.817086339E-2,3.280162811E-2,4.025790744E-2
1.868800015E0,-7.482714951E-3,-1.787441969E-2,2.777004242E-2,3.386238560E-2
1.873756577E0,-2.648191154E-2,1.794913411E-2,1.406669617E-3,3.202251979E-2
1.878685431E0,1.411481947E-2,3.588020802E-3,-1.286029816E-2,1.942908363E-2
1.883641994E0,-1.452259347E-2,-3.438186646E-2,-1.988410950E-2,4.228943453E-2
1.888598556E0,4.643738270E-3,-8.730888367E-4,3.254508972E-2,3.288631105E-2
1.893555119E0,4.572354257E-3,-1.510316133E-2,1.801967621E-2,2.395246619E-2
1.898511681E0,-2.627655864E-3,4.146784544E-3,8.360862732E-3,9.695587812E-3
1.903468244E0,-1.449026540E-2,2.550792694E-2,3.679752350E-2,4.706038529E-2
1.908420900E0,-4.850931466E-3,-1.034724712E-2,-2.289772034E-2,2.559106594E-2
1.913377463E0,-3.572778776E-2,4.008501768E-3,-6.078720093E-3,3.646222350E-2
1.918334025E0,-2.598907053E-2,-7.963925600E-3,5.811500549E-2,6.415769449E-2
1.923290588E0,3.373456746E-2,-5.660772324E-3,3.388118744E-2,4.814561504E-2
1.928247150E0,1.459234208E-2,-1.034799218E-2,1.221656799E-2,2.166245423E-2
1.933203713E0,-6.865479052E-3,-5.520462990E-3,2.399253845E-2,2.555879918E-2
1.938161786E0,-2.194724977E-3,-1.503819227E-2,-1.421165466E-2,2.080709429E-2
1.943118348E0,-9.387478232E-3,-1.497462392E-2,-3.309345245E-2,3.751720544E-2
1.948074963E0,-3.781992197E-2,-5.358040333E-3,1.469421387E-2,4.092645862E-2
1.953031473E0,-9.030990303E-3,-7.802426815E-3,2.170467377E-2,2.476952792E-2
1.957988036E0,1.954129338E-2,-1.254978776E-2,4.897117615E-3,2.373480737E-2
1.962944598E0,-9.156793356E-3,-1.710337400E-2,3.335857391E-2,3.858972299E-2
1.967893973E0,-9.057566524E-3,-5.093753338E-3,-1.764297485E-4,1.039312089E-2
1.972850536E0,1.713549346E-2,-5.008548498E-3,1.882743835E-2,2.594577286E-2
1.977807150E0,1.925401390E-2,-1.447838545E-2,-2.884006500E-2,3.757778660E-2
1.982763713E0,1.663358510E-2,-7.292866707E-3,1.178836823E-2,2.165242904E-2
1.987720275E0,-1.679655164E-2,-7.216006517E-3,6.937980652E-3,1.955327269E-2
1.992676838E0,1.174086332E-2,-2.614450455E-2,-2.162551880E-2,3.590328749E-2
1.997631890E0,6.780371070E-3,-2.596226335E-2,-2.144241333E-2,3.434806602E-2
2.002588452E0,-1.001650840E-2,2.750754356E-3,-1.176071167E-2,1.569112581E-2
2.007545015E0,-3.609534726E-2,-6.758660078E-3,2.590179443E-3,3.681389152E-2
2.012501577E0,4.531025887E-3,7.618546486E-3,9.692192078E-3,1.313434556E-2
2.017458140E0,1.873707771E-2,2.820253372E-3,-3.077316284E-2,3.613889126E-2
2.022414702E0,-2.904012799E-2,2.899527550E-2,-4.477310181E-2,6.073455096E-2
2.027363765E0,-1.463050768E-2,-4.410326481E-3,1.498508453E-2,2.140223103E-2
2.032320327E0,-2.411843464E-2,-1.383438706E-2,-8.896827698E-3,2.919319609E-2
2.037276890E0,-3.350402415E-2,2.185219526E-2,-4.067420959E-3,4.020674054E-2
2.042233452E0,-2.143416554E-2,1.928502321E-2,5.469322205E-3,2.934704513E-2
2.047190015E0,-2.128433436E-2,1.201295853E-2,-8.830070496E-3,2.598661592E-2
2.052146577E0,-1.876281574E-2,9.604722261E-3,3.119468689E-3,2.130786309E-2
2.057108088E0,2.713456750E-3,1.436954737E-2,-1.116466522E-2,1.839827407E-2
2.062064650E0,-4.578448832E-3,3.807377815E-2,-3.245258331E-2,5.023688824E-2
2.067021213E0,-1.404796913E-2,5.205124617E-2,-6.053924561E-3,5.425244388E-2
2.071977775E0,-1.398425177E-2,4.693326354E-2,-1.313209534E-2,5.070248960E-2
2.076934338E0,-9.225636721E-3,4.185846448E-2,-8.275032043E-3,4.365454818E-2
2.081890900E0,2.643197775E-3,1.064372063E-2,1.317405701E-2,1.714150114E-2
2.086837931E0,-2.122367918E-2,5.691528320E-3,5.345535278E-2,5.779543921E-2
2.091794546E0,-3.298306465E-2,1.513624191E-2,7.486343384E-4,3.629805541E-2
2.096751108E0,-1.613931358E-2,7.847785950E-3,-2.776241302E-2,3.305777918E-2
2.101707671E0,-8.935466409E-3,5.422562361E-3,-6.151199341E-3,1.212781909E-2
2.106664233E0,-8.915647864E-3,2.434515953E-2,1.029014587E-3,2.594676166E-2
2.111620796E0,-2.080085874E-2,-1.625221968E-2,5.090713501E-2,5.734410836E-2
2.116575848E0,-3.501557931E-2,1.953193545E-2,1.009845734E-2,4.134689998E-2
2.121532411E0,-2.303009853E-2,2.645933628E-2,4.802608490E-2,5.947257137E-2
2.126488973E0,-2.297305688E-2,-2.407193184E-3,2.625465393E-2,3.496945488E-2
2.131445536E0,-2.519115061E-2,-7.199734449E-3,1.416206360E-2,2.978244937E-2
2.136402098E0,1.069807261E-2,-3.087946773E-2,-9.712219238E-3,3.409277764E-2
2.141358661E0,-6.124928594E-3,-3.306019306E-2,-9.627342224E-3,3.497394507E-2
2.146312358E0,-3.807298839E-3,-4.340142012E-3,-1.904487610E-2,1.990074528E-2
2.151268869E0,-2.049138397E-2,4.375278950E-4,-1.413345337E-2,2.489664138E-2
2.156225483E0,1.525387168E-2,-9.104162455E-3,4.989624023E-3,1.845163199E-2
2.161182046E0,1.514841616E-2,-1.386737823E-2,2.577781677E-3,2.069839727E-2
2.166138608E0,1.728741080E-2,-4.207909107E-3,1.918411255E-2,2.616469464E-2
2.171095171E0,1.705891639E-2,-1.833200455E-3,-7.103919983E-3,1.856967774E-2
2.176058088E0,2.575069666E-3,-8.979856968E-3,-1.654338837E-2,1.899875032E-2
2.181014598E0,1.194283366E-2,-1.598945260E-2,-9.280204773E-3,2.200945413E-2
2.185971213E0,4.736606032E-2,-8.713722229E-3,-6.827354431E-3,4.864242380E-2
2.190927775E0,2.078317106E-2,5.550205708E-3,-6.766319275E-3,2.255056671E-2
2.195884338E0,2.529857308E-2,-3.013852239E-2,5.167961121E-3,3.968697713E-2
2.200840900E0,3.207688034E-2,-1.569566131E-2,2.754211426E-3,3.581711485E-2
2.205780900E0,2.222196758E-2,-6.072461605E-3,4.549121857E-2,5.099158362E-2
2.210737463E0,1.482573152E-2,-8.407384157E-3,9.479522705E-3,1.950250687E-2
2.215694025E0,2.795711160E-3,-1.777246594E-2,-2.623558044E-2,3.181166811E-2
2.220650588E0,1.461610198E-2,-1.518100500E-2,7.237434387E-3,2.228169218E-2
2.225607150E0,3.811218590E-2,4.043519497E-3,2.380180359E-2,4.511556957E-2
2.230563713E0,-9.852357209E-3,2.305585146E-2,6.974220276E-3,2.602462252E-2
2.235522098E0,-3.118409961E-2,-1.510289311E-2,4.538536072E-3,3.494486742E-2
2.240478661E0,-2.525493503E-3,-2.213993669E-2,6.878852844E-3,2.332109625E-2
2.245435223E0,-2.538450062E-3,3.742322326E-2,6.822586060E-3,3.812465145E-2
2.250391786E0,-7.297158241E-3,-3.283351660E-3,2.339553833E-2,2.472610221E-2
2.255348348E0,-1.437239349E-2,-8.016675711E-3,-1.243114471E-2,2.062440649E-2
2.260304911E0,-1.904030144E-2,-3.411602974E-2,-1.707649231E-2,4.263851726E-2
2.265225171E0,-9.337469935E-3,1.374655962E-2,-3.089904785E-4,1.662082192E-2
2.270181733E0,-1.169896871E-2,6.599754095E-3,-1.218891144E-2,1.813814172E-2
2.275138296E0,-2.135932446E-3,-5.654096603E-4,-2.585411072E-3,3.400918392E-3
2.280094911E0,-3.292541578E-2,2.320989966E-2,-2.564430237E-3,4.036531617E-2
2.285051473E0,-3.270960227E-2,1.580226421E-2,-1.630783081E-4,3.632707295E-2
2.290007983E0,-3.489699215E-2,-1.019924879E-3,-1.678657532E-2,3.873795837E-2
2.295016786E0,-2.508083358E-2,3.702789545E-3,-2.377223969E-2,3.475454277E-2
2.299973400E0,-2.482689545E-2,-1.053953171E-2,2.630901337E-2,3.767785358E-2
2.304929963E0,-1.504445449E-2,8.619755507E-3,1.420879364E-2,2.241708305E-2
2.309886525E0,-1.502809301E-2,1.359403133E-3,1.409435272E-2,2.064805887E-2
2.314843088E0,-3.394246101E-2,6.089597940E-3,9.226799011E-3,3.569744645E-2
2.319799650E0,-5.977276713E-2,-1.097589731E-3,-5.103111267E-3,6.000025115E-2
2.324729598E0,-6.400419027E-2,-1.295071840E-2,-2.685546875E-3,6.535648125E-2
2.329685692E0,-1.367418841E-2,-8.126795292E-3,-2.660751343E-3,1.612785875E-2
2.334641733E0,-1.592062414E-2,-5.718797445E-3,-1.213932037E-2,2.082147968E-2
2.339597827E0,-3.247527778E-2,-3.426519036E-2,6.971359253E-3,4.772155475E-2
2.344553869E0,-3.754161298E-3,-7.833242416E-3,-2.588272095E-3,9.063805285E-3
2.349509963E0,9.968131781E-4,-5.376756191E-3,-3.107357025E-2,3.155106832E-2
2.354436890E0,3.283992410E-3,2.308678627E-2,4.822731018E-3,2.381266556E-2
2.359392931E0,2.225410193E-2,6.229788065E-3,-1.897048950E-2,2.989874218E-2
2.364349025E0,1.253381371E-2,8.595079184E-3,-2.831649780E-2,3.213714238E-2
2.369305119E0,2.898439765E-3,2.493467927E-2,-4.469776154E-2,5.126430600E-2
2.374261161E0,9.973421693E-3,1.048871875E-2,-3.482341766E-2,3.771144096E-2
2.379217254E0,2.706445754E-3,8.067280054E-3,-8.442115784E-2,8.484891129E-2
2.384194546E0,5.000628531E-3,-6.159275770E-3,-1.098537445E-1,1.101398572E-1
2.389150640E0,-2.606176585E-2,-3.690242767E-3,-4.717445374E-2,5.402094609E-2
2.394106681E0,-2.120508254E-2,-2.267360687E-2,-1.352310181E-2,3.386181118E-2
2.399062775E0,1.219516248E-2,-4.142114520E-2,1.034164429E-2,4.440025748E-2
2.404018817E0,-1.649992168E-2,-4.340934753E-2,7.514953613E-4,4.644549078E-2
2.408974858E0,-9.374544024E-3,-5.728453398E-2,-7.527256012E-2,9.505450129E-2
2.413933973E0,-2.601223439E-2,-4.483556747E-2,-7.227325439E-2,8.893979846E-2
2.418890015E0,-2.820628136E-2,-3.734490275E-2,-2.779960632E-3,4.688245142E-2
2.423846108E0,-3.038593009E-2,-2.276358008E-2,1.387119293E-2,4.042147102E-2
2.428802202E0,-5.619804934E-2,-2.488103509E-2,4.700946808E-2,7.737684890E-2
2.433758244E0,-2.955521271E-2,-4.123464227E-2,-8.023262024E-3,5.136320721E-2
2.438714338E0,-1.511552930E-2,-2.897140384E-2,-3.171348572E-2,4.553643204E-2
2.443676056E0,-1.257425919E-2,2.168685198E-3,-7.695198059E-3,1.490071350E-2
2.448632150E0,-2.438113093E-2,-9.840279818E-3,2.088165283E-2,3.357549817E-2
2.453588192E0,1.918986440E-3,1.148244739E-2,5.397224426E-2,5.521351517E-2
2.458544286E0,-5.156740546E-3,3.273138404E-2,3.451919556E-2,4.784882795E-2
2.463500327E0,1.382940263E-2,3.485041857E-2,-1.401901245E-3,3.752025291E-2
2.468456421E0,-1.012951136E-2,1.559799910E-2,3.661632538E-2,4.106896469E-2
2.473411733E0,2.558115870E-2,3.686371446E-2,1.492977142E-2,4.728876398E-2
2.478367827E0,2.058292925E-2,5.555105209E-2,5.756664276E-2,8.260444736E-2
2.483323869E0,8.501037955E-3,4.560187459E-2,5.471038818E-2,7.172883094E-2
2.488279963E0,-1.061068475E-2,1.200661063E-2,6.137847900E-2,6.343550279E-2
2.493236056E0,-5.802571774E-3,1.429775357E-2,3.711128235E-2,4.019132834E-2
2.498192098E0,3.667421639E-3,2.594223619E-2,1.542854309E-2,3.040541961E-2
2.503142150E0,8.279077709E-3,-4.150569439E-4,5.093383789E-2,5.160398475E-2
2.508098244E0,-8.424200118E-3,2.576082945E-2,5.763339996E-2,6.368827422E-2
2.513054286E0,2.244615555E-2,1.846092939E-2,9.753608704E-2,1.017738871E-1
2.518010379E0,1.734597981E-2,2.291876078E-2,6.109905243E-2,6.752219501E-2
2.522966421E0,2.893544734E-3,1.324090362E-2,3.208351135E-2,3.482880748E-2
2.527922515E0,-4.260092974E-3,1.567664742E-2,3.655910492E-2,4.000592230E-2
2.532881525E0,7.568605244E-3,-8.193522692E-3,-8.881568909E-3,1.425832619E-2
2.537837619E0,-1.153276861E-2,-3.901699185E-2,2.445125580E-2,4.746782400E-2
2.542793661E0,-2.021566033E-3,-3.392449021E-2,-4.258155823E-3,3.425039644E-2
2.547749754E0,2.413874120E-2,2.034038305E-3,2.190589905E-2,3.266013704E-2
2.552705796E0,1.779869199E-4,-1.945075393E-2,2.723693848E-3,1.964133437E-2
2.557661890E0,-2.279587090E-3,1.628205180E-2,9.831428528E-3,1.915616650E-2
2.562611317E0,4.835978150E-3,-4.669427872E-4,-4.013729095E-2,4.043027140E-2
2.567567411E0,7.088072598E-3,-9.949535131E-3,-4.455375671E-2,4.619817377E-2
2.572523452E0,-2.858370543E-2,1.390439272E-2,2.470684052E-2,4.025901540E-2
2.577479546E0,2.424865961E-3,1.623189449E-2,-1.113510132E-2,1.983292351E-2
2.582435588E0,-5.532801151E-5,-2.995282412E-3,-4.191970825E-2,4.202661916E-2
2.587391681E0,-1.193937659E-2,-1.018455625E-2,-4.394149780E-2,4.665971634E-2
2.592350744E0,-3.082380816E-2,-2.201351523E-2,-3.644657135E-2,5.256476544E-2
2.597306838E0,-2.824996412E-2,1.619443297E-2,-2.901649475E-2,4.361510174E-2
2.602262879E0,-3.760372847E-2,-6.823837757E-4,-5.727386475E-2,6.851862247E-2
2.607218973E0,-7.063883543E-2,1.356753707E-2,-5.917167664E-2,9.314080979E-2
2.612175067E0,-3.443045542E-2,3.995090723E-3,-5.392932892E-2,6.410764017E-2
2.617131108E0,-4.373271763E-2,-1.742765307E-2,-5.347919464E-2,7.124814343E-2
2.622087723E0,-2.442252636E-2,-5.414724350E-3,-3.640365601E-2,4.417018456E-2
2.627043765E0,-1.942692697E-2,4.097312689E-3,-6.460475922E-2,6.758674705E-2
2.631999858E0,-2.645540237E-2,3.501349688E-2,-4.506587982E-2,6.290283620E-2
2.636955952E0,-4.527322203E-2,1.105999947E-2,-3.756809235E-2,5.986108739E-2
2.641911994E0,-3.304963931E-2,-1.522496343E-2,-2.537345886E-2,4.436091280E-2
2.646868088E0,-2.806105092E-2,3.897011280E-3,-4.654026031E-2,5.448490714E-2
2.651797254E0,-8.936457336E-3,3.711268306E-2,-5.327892303E-2,6.554277346E-2
2.656753296E0,-1.839420199E-2,3.483831882E-3,-6.233310699E-2,6.508379199E-2
2.661709390E0,-1.352121681E-2,3.315329552E-3,-5.705547333E-2,5.872939426E-2
2.666665431E0,8.637234569E-4,1.005560160E-3,-1.144886017E-2,1.152534462E-2
2.671621525E0,-3.953069448E-3,-3.219276667E-2,5.207061768E-4,3.243874410E-2
2.676577567E0,-1.552708447E-3,-1.303341985E-2,2.902793884E-2,3.185752925E-2
2.681565067E0,-1.602604985E-3,1.082110405E-2,-1.397228241E-2,1.774512078E-2
2.686521161E0,-8.749842644E-3,1.547223330E-2,-1.147937775E-2,2.115953362E-2
2.691477202E0,2.220086008E-2,5.856662989E-3,-1.851177216E-2,2.949346365E-2
2.696433296E0,2.198448032E-2,3.422141075E-3,1.965236664E-2,2.968575313E-2
2.701389338E0,4.211366177E-4,-1.802304387E-2,1.711463928E-2,2.485796340E-2
2.706345431E0,1.931559294E-2,-3.656029701E-3,3.461837769E-4,1.966160032E-2
2.711269233E0,1.432101429E-2,-8.309692144E-3,2.172088623E-2,2.731188994E-2
2.716225275E0,2.266749740E-3,-3.421932459E-3,3.103828430E-2,3.130851112E-2
2.721181369E0,1.406832039E-2,1.321613789E-3,2.365589142E-2,2.755477274E-2
2.726137411E0,2.339470387E-2,2.510768175E-2,3.771018982E-2,5.098790315E-2
2.731093504E0,-2.988390625E-3,3.206664324E-2,5.164718628E-2,6.086568769E-2
2.736049546E0,-5.394957960E-3,1.038330793E-2,4.171657562E-2,4.332656618E-2
2.741049129E0,-3.007419407E-3,-8.717596531E-3,4.612064362E-2,4.703355003E-2
2.746005223E0,-2.674454451E-2,8.989572525E-4,6.949043274E-2,7.446475023E-2
2.750961265E0,-3.597890586E-2,9.590685368E-4,3.327465057E-2,4.901636308E-2
2.755917358E0,-2.858124301E-2,-1.331272721E-2,3.299808502E-2,4.563978279E-2
2.760873452E0,-3.317986056E-2,-5.981475115E-3,4.697227478E-2,5.781933750E-2
2.765829494E0,-3.531418741E-2,-1.288679242E-2,5.132389069E-2,6.361841719E-2
2.770774494E0,-1.375791430E-2,8.591562510E-3,3.901958466E-2,4.225663426E-2
2.775730588E0,-1.130563393E-2,1.435875893E-3,6.957435608E-2,7.050156113E-2
2.780686629E0,-2.304288000E-2,-3.259718418E-3,2.385520935E-2,3.332673245E-2
2.785642723E0,-1.430004835E-3,-1.036855578E-2,4.028511047E-2,4.162261391E-2
2.790598765E0,7.949180901E-3,8.634299040E-3,3.045368195E-2,3.263690152E-2
2.795554858E0,-1.836219430E-2,-2.000522614E-2,-5.429267883E-3,2.769216860E-2
2.800501890E0,-1.591116190E-3,-2.929842472E-2,2.311992645E-2,3.735586087E-2
2.805457983E0,-1.536838710E-3,-1.470696926E-2,4.905414581E-2,5.123442241E-2
2.810414025E0,7.814757526E-3,-1.691797376E-2,-5.992889404E-3,1.957557137E-2
2.815370119E0,2.991743386E-3,-5.474686623E-5,1.068115234E-2,1.109236409E-2
2.820326161E0,1.240909100E-2,-4.815131426E-3,5.842208862E-3,1.453624554E-2
2.825282254E0,-9.176671505E-3,4.690140486E-3,-3.458690643E-2,3.608964968E-2
2.830267306E0,-4.436671734E-3,7.121026516E-3,-4.380512238E-2,4.460136569E-2
2.835223400E0,-6.838992238E-3,8.103251457E-5,-3.869533539E-2,3.929513153E-2
2.840179442E0,-1.159423962E-2,2.549767494E-3,-1.937294006E-2,2.272088276E-2
2.845135536E0,1.457212865E-2,-1.173430681E-2,-2.871322632E-2,3.427083681E-2
2.850091577E0,2.877471596E-2,-4.571646452E-3,-3.084564209E-2,4.243038847E-2
2.855047671E0,2.945214510E-5,-2.582105994E-2,-4.722309113E-2,5.382144869E-2
2.859994702E0,2.499669790E-5,5.265742540E-3,-2.307319641E-2,2.366645436E-2
2.864950796E0,4.613839090E-3,1.949095726E-2,-3.000736237E-2,3.607806428E-2
2.869906838E0,4.492267966E-3,2.881586552E-4,-4.400825500E-2,4.423787987E-2
2.874862931E0,4.497148097E-3,1.210209727E-2,-3.888702393E-2,4.097420810E-2
2.879818973E0,2.350368351E-2,-2.235293388E-3,-3.143692017E-2,3.931538661E-2
2.884775067E0,-5.617290735E-4,-6.951302290E-3,-1.217079163E-2,1.402727029E-2
2.889713713E0,-1.962098479E-2,-2.177804708E-3,-1.681900024E-2,2.593462255E-2
2.894669806E0,-1.948885620E-2,9.707838297E-3,-3.805828094E-2,4.384621293E-2
2.899625848E0,-1.463391632E-2,9.694516659E-3,-4.724597931E-2,5.040156467E-2
2.904581942E0,1.153323799E-2,1.435503364E-2,-4.685115814E-2,5.033998002E-2
2.909538036E0,-5.740821362E-4,7.046729326E-3,2.480888367E-2,2.579664074E-2
2.914494077E0,-1.255984977E-2,-1.432389021E-2,3.172492981E-2,3.700533513E-2
2.919428036E0,6.512694061E-3,-9.359806776E-3,-3.030776978E-2,3.238181705E-2
2.924384129E0,3.997191787E-3,1.678758860E-2,-1.544952393E-3,1.732592136E-2
2.929340223E0,3.476016968E-2,2.608832717E-2,8.478164673E-4,4.346940308E-2
2.934296265E0,3.602355719E-3,9.207099676E-3,-1.578617096E-2,1.862661657E-2
2.939252358E0,-3.689750284E-2,-7.508158684E-3,-1.802921295E-2,4.174746318E-2
2.944208400E0,-1.057067513E-2,-2.168273926E-2,2.250576019E-2,3.299075016E-2
2.949182306E0,-5.764313042E-3,2.359715104E-2,1.994419098E-2,3.142966108E-2
2.954138452E0,-2.002803981E-2,1.626393199E-2,1.977920532E-2,3.250930368E-2
2.959094494E0,1.339087635E-2,9.017407894E-3,-2.077102661E-2,2.630712377E-2
2.964050536E0,6.145857275E-3,1.143711805E-2,-3.248119354E-2,3.498009670E-2
2.969006629E0,-2.022542059E-2,2.558526397E-2,1.292610168E-2,3.508215323E-2
2.973962671E0,-3.672222793E-2,-3.195494413E-3,9.450912476E-4,3.687311224E-2
2.978921838E0,-1.974902302E-2,-1.508146524E-2,8.065223694E-3,2.612512847E-2
2.983877931E0,-3.629761189E-2,3.986835480E-3,2.463150024E-2,4.404681930E-2
2.988833973E0,-9.920157492E-3,4.020810127E-3,1.729679108E-2,2.034097884E-2
2.993790067E0,-7.467463613E-3,-5.525022745E-3,1.240253448E-2,1.549553971E-2
2.998746108E0,-4.067087919E-2,4.065126181E-3,1.704883575E-2,4.428666238E-2
3.003702202E0,-3.086769581E-2,6.449282169E-3,-2.099990845E-3,3.160407959E-2
3.008655796E0,4.933029413E-3,1.583516598E-3,4.780769348E-2,4.808760610E-2
3.013611890E0,-2.129362896E-2,-1.522421837E-2,4.029178619E-2,4.804813726E-2
3.018567931E0,-3.302394971E-2,-8.032858372E-3,-1.942920685E-2,3.914846289E-2
3.023524025E0,-4.276290536E-3,3.927856684E-3,-5.015373230E-3,7.672593272E-3
3.028480067E0,-1.858220249E-2,-8.147180080E-3,-4.964828491E-3,2.088837750E-2
3.033436161E0,-1.376069337E-2,-1.014411449E-3,-3.342533112E-2,3.616128417E-2
3.038362515E0,-2.079864964E-2,1.796177030E-2,-1.889228821E-2,3.334857677E-2
3.043318556E0,-2.070712671E-2,3.548473120E-3,1.927471161E-2,2.851124805E-2
3.048274598E0,-8.662395179E-3,8.285641670E-3,-4.642486572E-3,1.285463456E-2
3.053230692E0,-1.546703279E-3,1.765686274E-2,4.902839661E-3,1.839007693E-2
3.058186786E0,4.589252919E-2,-1.580956578E-2,-2.261161804E-3,4.859196907E-2
3.063142827E0,2.406910062E-2,5.666583776E-3,2.511024475E-3,2.485431593E-2
3.068110431E0,-4.668064415E-3,3.189539909E-2,-1.889705658E-2,3.736584077E-2
3.073066473E0,-2.313472331E-3,1.491343975E-2,-3.061199188E-2,3.412999980E-2
3.078022567E0,1.202980429E-2,-6.600677967E-3,-2.560615540E-2,2.905099542E-2
3.082978661E0,2.140033245E-2,-1.133275032E-2,1.499366760E-2,2.848184557E-2
3.087934702E0,1.406270266E-2,-2.557912469E-2,6.208419800E-4,2.919651812E-2
3.092890796E0,-7.517427206E-3,-1.114875078E-2,1.962280273E-2,2.378782762E-2
3.097844806E0,1.621361077E-2,-2.537038922E-2,9.960174561E-3,3.171344984E-2
3.102800848E0,3.032360971E-2,-6.164461374E-3,-4.000759125E-2,5.057795219E-2
3.107756942E0,6.281547248E-3,-1.792296767E-2,1.496028900E-2,2.417645245E-2
3.112712983E0,-2.476565540E-2,-2.720779181E-2,2.433586121E-2,4.411162843E-2
3.117669077E0,1.513093710E-3,-1.511335373E-2,-1.996994019E-3,1.531962462E-2
3.122625119E0,2.989666909E-2,3.955215216E-3,-1.860523224E-2,3.543457657E-2
3.127579129E0,8.237630129E-3,-3.214746714E-3,-1.132202148E-2,1.436597776E-2
